twelvebitinput[12]	zeroes[4]
110110100100	0110
110110100101	0101
110110100110	0101
110110100111	0100
110110101000	0110
110110101001	0101
110110101010	0101
110110101011	0100
110110101100	0101
110110101101	0100
110110101110	0100
110110101111	0011
110110110000	0110
110110110001	0101
110110110010	0101
110110110011	0100
110110110100	0101
110110110101	0100
110110110110	0100
110110110111	0011
110110111000	0101
110110111001	0100
110110111010	0100
110110111011	0011
110110111100	0100
110110111101	0011
110110111110	0011
110110111111	0010
110111000000	0111
110111000001	0110
110111000010	0110
110111000011	0101
110111000100	0110
110111000101	0101
110111000110	0101
110111000111	0100
110111001000	0110
110111001001	0101
110111001010	0101
110111001011	0100
110111001100	0101
110111001101	0100
110111001110	0100
110111001111	0011
110111010000	0110
110111010001	0101
110111010010	0101
110111010011	0100
110111010100	0101
110111010101	0100
110111010110	0100
110111010111	0011
110111011000	0101
110111011001	0100
110111011010	0100
110111011011	0011
110111011100	0100
110111011101	0011
110111011110	0011
110111011111	0010
110111100000	0110
110111100001	0101
110111100010	0101
110111100011	0100
110111100100	0101
110111100101	0100
110111100110	0100
110111100111	0011
110111101000	0101
110111101001	0100
110111101010	0100
110111101011	0011
110111101100	0100
110111101101	0011
110111101110	0011
110111101111	0010
110111110000	0101
110111110001	0100
110111110010	0100
110111110011	0011
110111110100	0100
110111110101	0011
110111110110	0011
110111110111	0010
110111111000	0100
110111111001	0011
110111111010	0011
110111111011	0010
110111111100	0011
110111111101	0010
110111111110	0010
110111111111	0001
111000000000	1001
111000000001	1000
111000000010	1000
111000000011	0111
111000000100	1000
111000000101	0111
111000000110	0111
111000000111	0110
111000001000	1000
111000001001	0111
111000001010	0111
111000001011	0110
111000001100	0111
111000001101	0110
111000001110	0110
111000001111	0101
111000010000	1000
111000010001	0111
111000010010	0111
111000010011	0110
111000010100	0111
111000010101	0110
111000010110	0110
111000010111	0101
111000011000	0111
111000011001	0110
111000011010	0110
111000011011	0101
111000011100	0110
111000011101	0101
111000011110	0101
111000011111	0100
111000100000	1000
111000100001	0111
111000100010	0111
111000100011	0110
111000100100	0111
111000100101	0110
111000100110	0110
111000100111	0101
111000101000	0111
111000101001	0110
111000101010	0110
111000101011	0101
111000101100	0110
111000101101	0101
111000101110	0101
111000101111	0100
111000110000	0111
111000110001	0110
111000110010	0110
111000110011	0101
111000110100	0110
111000110101	0101
111000110110	0101
111000110111	0100
111000111000	0110
111000111001	0101
111000111010	0101
111000111011	0100
111000111100	0101
111000111101	0100
111000111110	0100
111000111111	0011
111001000000	1000
111001000001	0111
111001000010	0111
111001000011	0110
111001000100	0111
111001000101	0110
111001000110	0110
111001000111	0101
111001001000	0111
111001001001	0110
111001001010	0110
111001001011	0101
111001001100	0110
111001001101	0101
111001001110	0101
111001001111	0100
111001010000	0111
111001010001	0110
111001010010	0110
111001010011	0101
111001010100	0110
111001010101	0101
111001010110	0101
111001010111	0100
111001011000	0110
111001011001	0101
111001011010	0101
111001011011	0100
111001011100	0101
111001011101	0100
111001011110	0100
111001011111	0011
111001100000	0111
111001100001	0110
111001100010	0110
111001100011	0101
111001100100	0110
111001100101	0101
111001100110	0101
111001100111	0100
111001101000	0110
111001101001	0101
111001101010	0101
111001101011	0100
111001101100	0101
111001101101	0100
111001101110	0100
111001101111	0011
111001110000	0110
111001110001	0101
111001110010	0101
111001110011	0100
111001110100	0101
111001110101	0100
111001110110	0100
111001110111	0011
111001111000	0101
111001111001	0100
111001111010	0100
111001111011	0011
111001111100	0100
111001111101	0011
111001111110	0011
111001111111	0010
111010000000	1000
111010000001	0111
111010000010	0111
111010000011	0110
111010000100	0111
111010000101	0110
111010000110	0110
111010000111	0101
111010001000	0111
111010001001	0110
111010001010	0110
111010001011	0101
111010001100	0110
111010001101	0101
111010001110	0101
111010001111	0100
111010010000	0111
111010010001	0110
111010010010	0110
111010010011	0101
111010010100	0110
111010010101	0101
111010010110	0101
111010010111	0100
111010011000	0110
111010011001	0101
111010011010	0101
111010011011	0100
111010011100	0101
111010011101	0100
111010011110	0100
111010011111	0011
111010100000	0111
111010100001	0110
111010100010	0110
111010100011	0101
111010100100	0110
111010100101	0101
111010100110	0101
111010100111	0100
111010101000	0110
111010101001	0101
111010101010	0101
111010101011	0100
111010101100	0101
111010101101	0100
111010101110	0100
111010101111	0011
111010110000	0110
111010110001	0101
111010110010	0101
111010110011	0100
111010110100	0101
111010110101	0100
111010110110	0100
111010110111	0011
111010111000	0101
111010111001	0100
111010111010	0100
111010111011	0011
111010111100	0100
111010111101	0011
111010111110	0011
111010111111	0010
111011000000	0111
111011000001	0110
111011000010	0110
111011000011	0101
111011000100	0110
111011000101	0101
111011000110	0101
111011000111	0100
111011001000	0110
111011001001	0101
111011001010	0101
111011001011	0100
111011001100	0101
111011001101	0100
111011001110	0100
111011001111	0011
111011010000	0110
111011010001	0101
111011010010	0101
111011010011	0100
111011010100	0101
111011010101	0100
111011010110	0100
111011010111	0011
111011011000	0101
111011011001	0100
111011011010	0100
111011011011	0011
111011011100	0100
111011011101	0011
111011011110	0011
111011011111	0010
111011100000	0110
111011100001	0101
111011100010	0101
111011100011	0100
111011100100	0101
111011100101	0100
111011100110	0100
111011100111	0011
111011101000	0101
111011101001	0100
111011101010	0100
111011101011	0011
111011101100	0100
111011101101	0011
111011101110	0011
111011101111	0010
111011110000	0101
111011110001	0100
111011110010	0100
111011110011	0011
111011110100	0100
111011110101	0011
111011110110	0011
111011110111	0010
111011111000	0100
111011111001	0011
111011111010	0011
111011111011	0010
111011111100	0011
111011111101	0010
111011111110	0010
111011111111	0001
111100000000	1000
111100000001	0111
111100000010	0111
111100000011	0110
111100000100	0111
111100000101	0110
111100000110	0110
111100000111	0101
111100001000	0111
111100001001	0110
111100001010	0110
111100001011	0101
111100001100	0110
111100001101	0101
111100001110	0101
111100001111	0100
111100010000	0111
111100010001	0110
111100010010	0110
111100010011	0101
111100010100	0110
111100010101	0101
111100010110	0101
111100010111	0100
111100011000	0110
111100011001	0101
111100011010	0101
111100011011	0100
111100011100	0101
111100011101	0100
111100011110	0100
111100011111	0011
111100100000	0111
111100100001	0110
111100100010	0110
111100100011	0101
111100100100	0110
111100100101	0101
111100100110	0101
111100100111	0100
111100101000	0110
111100101001	0101
111100101010	0101
111100101011	0100
111100101100	0101
111100101101	0100
111100101110	0100
111100101111	0011
111100110000	0110
111100110001	0101
111100110010	0101
111100110011	0100
111100110100	0101
111100110101	0100
111100110110	0100
111100110111	0011
111100111000	0101
111100111001	0100
111100111010	0100
111100111011	0011
111100111100	0100
111100111101	0011
111100111110	0011
111100111111	0010
111101000000	0111
111101000001	0110
111101000010	0110
111101000011	0101
111101000100	0110
111101000101	0101
111101000110	0101
111101000111	0100
111101001000	0110
111101001001	0101
111101001010	0101
111101001011	0100
111101001100	0101
111101001101	0100
111101001110	0100
111101001111	0011
111101010000	0110
111101010001	0101
111101010010	0101
111101010011	0100
111101010100	0101
111101010101	0100
111101010110	0100
111101010111	0011
111101011000	0101
111101011001	0100
111101011010	0100
111101011011	0011
111101011100	0100
111101011101	0011
111101011110	0011
111101011111	0010
111101100000	0110
111101100001	0101
111101100010	0101
111101100011	0100
111101100100	0101
111101100101	0100
111101100110	0100
111101100111	0011
111101101000	0101
111101101001	0100
111101101010	0100
111101101011	0011
111101101100	0100
111101101101	0011
111101101110	0011
111101101111	0010
111101110000	0101
111101110001	0100
111101110010	0100
111101110011	0011
111101110100	0100
111101110101	0011
111101110110	0011
111101110111	0010
111101111000	0100
111101111001	0011
111101111010	0011
111101111011	0010
111101111100	0011
111101111101	0010
111101111110	0010
111101111111	0001
111110000000	0111
111110000001	0110
111110000010	0110
111110000011	0101
111110000100	0110
111110000101	0101
111110000110	0101
111110000111	0100
111110001000	0110
111110001001	0101
111110001010	0101
111110001011	0100
111110001100	0101
111110001101	0100
111110001110	0100
111110001111	0011
111110010000	0110
111110010001	0101
111110010010	0101
111110010011	0100
111110010100	0101
111110010101	0100
111110010110	0100
111110010111	0011
111110011000	0101
111110011001	0100
111110011010	0100
111110011011	0011
111110011100	0100
111110011101	0011
111110011110	0011
111110011111	0010
111110100000	0110
111110100001	0101
111110100010	0101
111110100011	0100
111110100100	0101
111110100101	0100
111110100110	0100
111110100111	0011
111110101000	0101
111110101001	0100
111110101010	0100
111110101011	0011
111110101100	0100
111110101101	0011
111110101110	0011
111110101111	0010
111110110000	0101
111110110001	0100
111110110010	0100
111110110011	0011
111110110100	0100
111110110101	0011
111110110110	0011
111110110111	0010
111110111000	0100
111110111001	0011
111110111010	0011
111110111011	0010
111110111100	0011
111110111101	0010
111110111110	0010
111110111111	0001
111111000000	0110
111111000001	0101
111111000010	0101
111111000011	0100
111111000100	0101
111111000101	0100
111111000110	0100
111111000111	0011
111111001000	0101
111111001001	0100
111111001010	0100
111111001011	0011
111111001100	0100
111111001101	0011
111111001110	0011
111111001111	0010
111111010000	0101
111111010001	0100
111111010010	0100
111111010011	0011
111111010100	0100
111111010101	0011
111111010110	0011
111111010111	0010
111111011000	0100
111111011001	0011
111111011010	0011
111111011011	0010
111111011100	0011
111111011101	0010
111111011110	0010
111111011111	0001
111111100000	0101
111111100001	0100
111111100010	0100
111111100011	0011
111111100100	0100
111111100101	0011
111111100110	0011
111111100111	0010
111111101000	0100
111111101001	0011
111111101010	0011
111111101011	0010
111111101100	0011
111111101101	0010
111111101110	0010
111111101111	0001
111111110000	0100
111111110001	0011
111111110010	0011
111111110011	0010
111111110100	0011
111111110101	0010
111111110110	0010
111111110111	0001
111111111000	0011
111111111001	0010
111111111010	0010
111111111011	0001
111111111100	0010
111111111101	0001
111111111110	0001
111111111111	0000
